Open,High,Low,Close,Volume,Quote Volume,Trades,HL_PCT,PCT_change,Open Time
0.00843885417238048,0.012622519520775005,0.0,0.013965357449671811,0.00039148047255634864,3.533955360792277e-05,0.0005043789261314136,1.0,0.6542356983672687,2017-11-06 03:00:00.000
0.0,0.006330263219016974,0.03508756540541489,0.011760523743223616,0.0049138422415837026,0.0006193634247795163,0.002124505173705045,0.27795658093971837,0.9622172872939856,2017-11-06 04:00:00.000
0.010367132350769415,0.0022128471826316914,0.04585506203920159,0.007439726786825168,0.003997428623672033,0.0005002921740301766,0.000412673666834793,0.005926311938550332,0.34857841648085863,2017-11-06 05:00:00.000
0.0103713517778556,0.007639390369047178,0.04555681773325555,0.013161291414690704,0.013731187224420278,0.0017792140071844075,0.002032799914408425,0.11078397834054393,0.5490296871624741,2017-11-06 06:00:00.000
0.01607179777129862,0.0076351673782406315,0.048245402432445475,0.01079141257474639,0.009009460623292614,0.0011832492084617732,0.0008864841732006664,0.0651530763309054,0.27215599983075656,2017-11-06 07:00:00.000
0.012704694956518797,0.00581928133142455,0.04828926188920224,0.011333099166733668,0.0035515550900178028,0.0004616331604091721,0.0005349473458969539,0.02948528090828761,0.4010020217528827,2017-11-06 08:00:00.000
0.012742669800294523,0.005764382450939409,0.0473682132973101,0.011282316048734864,0.004006438850224892,0.0005168417553133908,0.000550231555779724,0.04525990673128926,0.39796597056885713,2017-11-06 09:00:00.000
0.012700475529432612,0.0062415804120794505,0.048245402432445475,0.011760523743223616,0.002946488825380127,0.0003882171663741104,0.0005807999755452643,0.038040343505749905,0.4156175061348211,2017-11-06 10:00:00.000
0.014679386832855829,0.0074282408287197205,0.049508554787040415,0.010952225781742611,0.0026082434731598473,0.00034565956703684646,0.0005807999755452643,0.037923988681031584,0.3218467092957122,2017-11-06 11:00:00.000
0.013873476259393502,0.005434989168028592,0.04738137113433713,0.008903973355790754,0.0035186804280769495,0.00045511045100630327,0.0006266526051935745,0.0401619219581521,0.28027712667364796,2017-11-06 12:00:00.000
